Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Battery Consumption (mAh/day)
29,Male,Delhi,Oneplus,Android,11.0,40.9,27.1,32,3.3,819,5.6,2.4,1524,Social Media,22495.0
35,Female,Delhi,Vivo,Android,3.5,46.6,92.9,65,3.8,1391,0.7,3.8,383,Gaming,8155.0
41,Male,Delhi,Apple,Ios,11.2,46.0,294.7,152,3.4,3082,2.4,2.5,768,Gaming,25759.999999999996
46,Other,Kolkata,Apple,Ios,9.1,46.0,211.5,63,5.9,5106,7.1,2.3,418,Gaming,20930.0
18,Female,Ahmedabad,Motorola,Android,7.1,7.5,105.7,13,4.7,9852,2.9,2.8,1581,Gaming,2662.5
22,Female,Delhi,Motorola,Android,10.1,27.6,92.2,118,0.9,7875,6.6,4.6,774,Work,13938.0
40,Male,Delhi,Samsung,Android,10.4,29.8,78.1,193,3.9,2879,4.6,2.7,1899,Work,15496.0
54,Female,Delhi,Google Pixel,Android,7.3,23.3,204.7,163,4.8,9512,2.4,3.4,1422,Work,8504.5
54,Female,Mumbai,Oneplus,Android,4.6,1.1,167.6,29,3.8,300,7.9,2.5,1830,Gaming,252.99999999999997
31,Male,Ahmedabad,Vivo,Android,10.7,34.8,139.4,25,4.4,2886,1.2,4.2,325,Entertainment,18617.999999999996
17,Other,Hyderabad,Oneplus,Android,10.6,8.4,47.8,109,1.4,3303,7.1,5.0,491,Gaming,4452.0
36,Male,Pune,Oneplus,Android,7.4,41.6,121.2,21,0.5,5857,5.2,4.6,1723,Work,15392.000000000002
48,Other,Chennai,Google Pixel,Android,8.2,3.9,188.9,83,0.5,8420,0.6,2.3,1251,Work,1598.9999999999998
51,Other,Ahmedabad,Vivo,Android,3.9,3.0,160.1,134,5.7,681,5.9,1.0,1377,Work,585.0
52,Other,Bangalore,Vivo,Android,1.9,23.9,279.1,185,1.0,4337,1.0,2.2,1995,Social Media,2270.5
54,Male,Hyderabad,Oppo,Android,4.6,11.0,61.3,194,1.5,6285,2.6,2.0,1677,Education,2529.9999999999995
43,Other,Bangalore,Google Pixel,Android,6.4,30.5,223.2,112,5.7,446,7.5,3.5,1843,Gaming,9760.0
28,Female,Jaipur,Google Pixel,Android,5.7,5.6,267.3,128,3.2,1013,5.2,0.5,863,Education,1596.0
24,Male,Delhi,Oneplus,Android,3.9,10.8,120.7,81,3.1,4073,5.3,3.5,573,Education,2106.0
22,Female,Kolkata,Oppo,Android,3.0,45.3,28.9,142,0.8,7728,7.1,4.8,1939,Entertainment,6794.999999999999
23,Female,Ahmedabad,Google Pixel,Android,3.6,30.8,70.9,57,5.8,3073,1.3,4.8,1637,Education,5544.000000000001
42,Other,Jaipur,Nokia,Android,11.7,38.7,297.0,77,4.4,8650,2.1,0.3,652,Work,22639.5
28,Other,Chennai,Oppo,Android,11.0,41.3,66.6,133,2.1,651,3.4,1.7,579,Social Media,22714.999999999996
58,Other,Bangalore,Xiaomi,Android,5.3,15.1,252.3,181,5.2,7060,5.4,4.1,1777,Work,4001.5
23,Female,Jaipur,Google Pixel,Android,3.4,20.1,291.7,15,1.2,3643,2.6,2.6,494,Entertainment,3417.0
15,Other,Pune,Nokia,Android,2.9,45.4,24.7,86,4.0,5477,3.6,2.7,1033,Entertainment,6583.0
46,Male,Ahmedabad,Oppo,Android,3.4,15.9,165.5,134,1.9,5187,3.7,2.0,1822,Social Media,2703.0
19,Other,Ahmedabad,Oppo,Android,10.8,28.5,190.4,64,0.8,9032,2.0,3.7,1199,Social Media,15390.0
44,Other,Pune,Realme,Android,8.1,3.8,167.4,104,0.9,9366,7.3,2.8,1486,Social Media,1538.9999999999998
35,Male,Mumbai,Nokia,Android,3.6,47.0,99.4,70,0.7,3158,6.6,3.2,1397,Social Media,8460.0
19,Other,Mumbai,Nokia,Android,6.8,42.8,172.4,168,5.7,3773,4.7,2.9,1309,Education,14551.999999999998
33,Male,Chennai,Samsung,Android,10.4,8.9,200.4,122,0.8,2941,4.7,3.3,1090,Gaming,4628.0
41,Other,Pune,Oppo,Android,11.5,33.4,75.0,14,5.0,8619,0.9,3.9,514,Social Media,19205.0
33,Female,Hyderabad,Xiaomi,Android,4.1,34.5,196.0,66,5.1,6205,6.9,1.2,542,Social Media,7072.499999999999
31,Other,Mumbai,Samsung,Android,10.0,13.9,260.9,166,1.5,3500,4.0,0.9,1415,Entertainment,6950.0
25,Male,Chennai,Oneplus,Android,10.3,29.7,293.1,89,1.0,6160,0.8,1.5,917,Work,15295.500000000002
37,Male,Kolkata,Oppo,Android,2.2,34.6,114.7,152,3.7,1860,7.6,3.1,377,Education,3806.0
33,Female,Chennai,Apple,Ios,6.4,8.7,85.8,43,3.2,5454,2.5,0.2,1849,Work,2784.0
45,Female,Pune,Motorola,Android,1.2,29.8,251.8,23,2.0,1147,7.5,2.5,868,Gaming,1788.0
56,Male,Pune,Motorola,Android,4.3,16.9,122.5,23,2.1,9065,7.2,3.8,284,Entertainment,3633.4999999999995
17,Male,Mumbai,Samsung,Android,10.5,40.5,275.3,181,4.8,7869,7.3,2.6,1500,Education,21262.5
46,Female,Kolkata,Motorola,Android,2.0,20.5,32.3,47,2.2,3042,2.4,4.2,185,Gaming,2050.0
40,Female,Delhi,Google Pixel,Android,3.5,43.0,83.0,106,3.3,1033,8.0,0.7,194,Gaming,7525.0
19,Other,Kolkata,Oppo,Android,2.0,33.6,59.5,57,2.3,3361,1.0,2.1,992,Gaming,3360.0
49,Male,Delhi,Vivo,Android,6.7,9.8,187.6,134,5.8,9828,4.2,1.8,1468,Social Media,3283.0000000000005
37,Male,Pune,Samsung,Android,12.0,23.2,63.4,151,1.2,5762,4.9,4.2,441,Education,13919.999999999998
58,Male,Ahmedabad,Vivo,Android,1.7,5.3,228.0,160,3.8,7094,5.5,1.5,1148,Education,450.5
29,Female,Mumbai,Google Pixel,Android,5.4,30.7,185.4,39,3.6,2061,6.1,4.3,747,Social Media,8289.0
48,Other,Bangalore,Nokia,Android,9.0,14.0,188.1,103,3.3,6856,6.3,2.8,1314,Gaming,6300.0
17,Male,Mumbai,Apple,Ios,1.8,15.5,162.8,175,1.7,4871,3.9,2.6,245,Education,1395.0
33,Other,Jaipur,Nokia,Android,8.3,23.9,16.7,26,3.8,9983,4.6,3.6,253,Work,9918.5
57,Male,Kolkata,Apple,Ios,1.4,40.0,256.5,185,5.5,721,1.0,2.2,284,Gaming,2800.0
44,Other,Ahmedabad,Samsung,Android,7.9,39.6,70.4,50,5.4,3985,0.8,0.2,1131,Social Media,15642.000000000002
55,Other,Hyderabad,Google Pixel,Android,1.9,50.0,177.4,137,5.0,375,3.0,0.9,1299,Education,4750.0
35,Other,Hyderabad,Google Pixel,Android,9.7,19.8,16.5,60,4.5,2637,4.9,0.0,459,Education,9603.0
56,Male,Bangalore,Samsung,Android,3.0,26.9,98.6,117,1.4,1709,5.7,4.6,1286,Entertainment,4034.9999999999995
19,Female,Chennai,Samsung,Android,7.4,1.5,252.6,171,2.2,9257,5.3,1.4,1979,Entertainment,555.0000000000001
36,Female,Mumbai,Apple,Ios,6.8,49.5,288.5,90,1.4,7273,1.2,0.2,1400,Social Media,16830.0
41,Female,Jaipur,Google Pixel,Android,4.0,38.3,192.3,170,3.6,9853,6.7,3.5,561,Social Media,7659.999999999999
46,Other,Mumbai,Apple,Ios,2.9,37.2,79.1,57,1.1,9319,0.6,4.9,1628,Social Media,5394.000000000001
17,Female,Ahmedabad,Vivo,Android,9.3,10.3,102.3,105,0.6,3938,5.1,3.3,1731,Gaming,4789.500000000001
43,Other,Mumbai,Samsung,Android,2.9,6.2,62.0,125,2.2,1759,5.4,3.3,823,Gaming,899.0
58,Male,Ahmedabad,Samsung,Android,8.8,32.7,249.1,70,1.2,5580,6.5,4.4,1871,Entertainment,14388.000000000002
35,Female,Jaipur,Google Pixel,Android,9.8,48.7,266.2,165,1.7,8396,3.4,1.8,1855,Entertainment,23863.000000000004
54,Other,Hyderabad,Oppo,Android,4.1,33.3,113.4,122,1.0,1550,3.7,0.9,1068,Work,6826.499999999998
59,Other,Mumbai,Apple,Ios,1.7,24.6,128.6,102,4.6,2662,5.8,0.1,974,Entertainment,2091.0
19,Female,Delhi,Xiaomi,Android,10.6,31.0,86.3,161,4.4,695,6.0,4.6,1535,Entertainment,16430.0
54,Female,Kolkata,Samsung,Android,8.7,40.1,57.5,40,3.6,2489,5.9,4.8,115,Social Media,17443.5
42,Male,Mumbai,Google Pixel,Android,8.5,1.4,24.1,117,6.0,5597,0.5,0.9,506,Gaming,594.9999999999999
59,Female,Delhi,Nokia,Android,11.5,31.7,151.9,186,4.3,4605,4.2,0.4,1430,Gaming,18227.5
39,Female,Delhi,Nokia,Android,1.9,22.9,186.1,96,1.5,5896,5.4,1.8,741,Education,2175.5
25,Other,Bangalore,Google Pixel,Android,5.2,48.0,101.1,197,5.9,7265,7.6,4.9,881,Education,12480.000000000002
19,Female,Bangalore,Motorola,Android,3.4,12.5,68.6,135,3.6,7156,5.2,1.5,1509,Gaming,2125.0
19,Other,Delhi,Xiaomi,Android,2.9,49.1,7.1,45,1.6,454,1.8,3.1,435,Social Media,7119.499999999999
15,Other,Ahmedabad,Oneplus,Android,5.1,29.4,117.0,61,0.5,4478,7.9,3.2,655,Gaming,7496.999999999998
30,Male,Kolkata,Vivo,Android,6.4,6.0,231.1,75,2.9,1695,5.4,4.4,1981,Entertainment,1920.0000000000002
31,Other,Lucknow,Xiaomi,Android,5.5,34.3,22.8,20,3.7,8933,1.4,0.7,979,Social Media,9432.499999999998
40,Female,Jaipur,Xiaomi,Android,10.7,35.0,53.7,140,1.0,8463,7.7,0.3,157,Work,18725.0
51,Other,Kolkata,Apple,Ios,2.9,46.8,184.5,157,5.2,5949,7.9,1.3,1020,Social Media,6786.0
37,Male,Jaipur,Xiaomi,Android,10.9,12.1,80.8,147,3.4,2088,7.7,4.7,572,Work,6594.499999999999
49,Female,Ahmedabad,Nokia,Android,2.7,48.7,41.1,174,3.5,3474,4.6,4.6,486,Work,6574.5
56,Male,Mumbai,Vivo,Android,4.1,28.6,266.1,192,2.7,3124,6.3,3.7,1567,Social Media,5863.0
36,Other,Hyderabad,Oppo,Android,8.4,34.1,159.4,56,4.1,6442,1.2,1.2,175,Social Media,14322.0
37,Other,Jaipur,Oppo,Android,8.0,43.5,99.0,191,3.0,9904,1.8,0.7,107,Entertainment,17400.0
24,Other,Lucknow,Oneplus,Android,7.4,27.9,230.9,59,1.8,8461,3.9,0.7,580,Social Media,10323.0
36,Female,Kolkata,Xiaomi,Android,10.2,46.2,290.4,46,3.7,5975,4.1,0.3,1137,Work,23562.0
54,Male,Delhi,Google Pixel,Android,8.7,7.3,38.5,29,3.4,248,3.0,1.7,1556,Work,3175.4999999999995
56,Female,Mumbai,Google Pixel,Android,1.1,19.4,30.5,40,3.4,6097,6.8,3.5,1921,Entertainment,1067.0
33,Male,Bangalore,Nokia,Android,5.1,27.1,139.1,48,3.3,7374,5.4,4.5,996,Entertainment,6910.5
52,Male,Lucknow,Vivo,Android,11.6,38.1,10.1,81,1.3,587,6.0,1.4,977,Work,22098.0
52,Male,Delhi,Nokia,Android,5.9,39.0,125.6,169,3.7,325,6.4,3.3,1622,Work,11505.000000000002
16,Male,Lucknow,Apple,Ios,2.4,10.0,128.8,104,2.0,612,2.5,0.7,358,Work,1200.0
47,Other,Mumbai,Oppo,Android,8.9,28.7,298.7,40,1.9,4166,4.3,0.4,1568,Social Media,12771.5
19,Other,Bangalore,Motorola,Android,7.9,8.0,146.0,70,5.5,3150,3.9,0.7,714,Education,3160.0
46,Female,Pune,Google Pixel,Android,6.6,6.5,269.1,186,3.8,8466,4.0,4.2,1163,Gaming,2145.0
31,Male,Bangalore,Realme,Android,8.7,44.9,108.9,150,3.8,1739,2.0,3.4,240,Work,19531.499999999996
59,Female,Pune,Realme,Android,4.9,6.9,194.4,141,0.8,9518,2.6,4.6,1748,Education,1690.5
58,Female,Jaipur,Vivo,Android,9.6,12.4,108.5,124,1.6,7809,1.6,0.7,1906,Social Media,5952.0
30,Male,Mumbai,Google Pixel,Android,9.2,31.0,121.8,177,2.2,2020,1.8,4.5,525,Work,14260.0
42,Other,Ahmedabad,Google Pixel,Android,2.0,41.9,50.3,103,0.8,6403,7.0,2.2,1732,Social Media,4190.0
56,Male,Chennai,Xiaomi,Android,1.3,5.7,145.2,27,3.0,9167,7.2,1.4,755,Gaming,370.5
52,Other,Hyderabad,Samsung,Android,2.4,26.3,121.2,83,1.1,6235,6.0,0.7,151,Entertainment,3156.0
48,Male,Mumbai,Oppo,Android,8.5,13.5,298.7,135,4.5,2149,6.5,4.5,439,Education,5737.5
36,Female,Hyderabad,Apple,Ios,1.5,26.4,38.3,172,3.7,8616,6.7,1.6,505,Education,1979.9999999999998
59,Other,Jaipur,Samsung,Android,6.4,33.6,11.7,125,3.8,114,7.0,1.3,1447,Gaming,10752.000000000002
16,Female,Mumbai,Vivo,Android,11.1,14.8,291.8,23,3.8,811,7.9,3.8,595,Gaming,8214.0
38,Female,Chennai,Realme,Android,2.1,39.1,45.8,190,5.0,5259,2.3,4.1,1650,Education,4105.5
60,Other,Delhi,Vivo,Android,4.1,7.7,181.5,27,0.7,4109,6.3,4.6,1046,Entertainment,1578.4999999999998
50,Male,Hyderabad,Motorola,Android,8.9,8.3,111.5,130,2.9,5242,4.6,2.2,974,Gaming,3693.5
21,Other,Chennai,Apple,Ios,9.4,7.2,22.3,166,3.3,885,4.3,3.6,1524,Work,3384.0000000000005
39,Other,Bangalore,Google Pixel,Android,9.0,38.9,299.6,175,5.7,5099,6.8,3.7,327,Education,17505.0
41,Male,Hyderabad,Samsung,Android,2.0,46.0,253.3,115,2.7,4231,5.2,4.7,1209,Social Media,4600.0
42,Female,Kolkata,Oppo,Android,8.6,48.5,283.4,40,5.0,2037,1.7,2.7,1623,Entertainment,20855.0
39,Other,Delhi,Oneplus,Android,11.0,29.3,92.4,66,3.7,1394,4.7,3.5,1742,Social Media,16115.0
59,Male,Pune,Samsung,Android,8.4,47.5,192.4,176,2.1,9851,3.6,3.0,1716,Gaming,19950.0
46,Male,Jaipur,Samsung,Android,10.8,27.3,31.0,174,4.9,4156,1.2,4.8,1947,Education,14742.000000000002
43,Male,Hyderabad,Google Pixel,Android,6.7,37.4,14.3,180,3.3,7593,5.1,4.4,1661,Entertainment,12529.0
28,Female,Ahmedabad,Realme,Android,8.0,43.4,101.7,18,2.8,2239,4.4,1.7,186,Entertainment,17360.0
55,Male,Pune,Vivo,Android,1.7,18.7,50.7,136,5.4,4223,5.6,3.6,921,Work,1589.5
38,Male,Delhi,Oneplus,Android,2.1,17.3,164.0,160,1.7,7472,6.6,2.6,905,Entertainment,1816.5000000000002
56,Other,Chennai,Xiaomi,Android,3.9,33.5,129.8,43,1.8,6400,3.6,0.5,1291,Gaming,6532.5
29,Other,Pune,Samsung,Android,3.8,42.0,79.0,48,1.5,1086,1.3,4.6,1313,Gaming,7980.0
40,Male,Kolkata,Xiaomi,Android,9.0,1.9,280.5,194,2.8,8887,5.1,1.5,148,Education,854.9999999999999
29,Other,Chennai,Vivo,Android,1.3,11.9,56.2,94,0.9,1469,5.6,1.2,303,Work,773.5
46,Female,Hyderabad,Nokia,Android,9.7,15.8,63.1,187,5.3,1361,3.9,4.7,1502,Entertainment,7663.0
54,Female,Pune,Nokia,Android,4.6,5.5,179.6,189,0.9,3790,5.7,2.8,1812,Gaming,1264.9999999999998
48,Male,Chennai,Realme,Android,11.4,2.0,229.3,107,1.2,6537,5.5,0.6,434,Social Media,1140.0
42,Female,Lucknow,Realme,Android,3.4,30.4,21.1,50,4.8,572,7.7,0.0,1171,Work,5168.0
48,Other,Bangalore,Samsung,Android,5.8,42.2,145.6,168,0.8,9346,0.8,4.3,803,Entertainment,12238.000000000002
24,Male,Bangalore,Xiaomi,Android,11.3,30.3,190.0,171,5.1,9804,2.8,0.1,315,Work,17119.500000000004
43,Other,Lucknow,Oppo,Android,2.8,23.8,285.5,88,4.7,5730,2.3,2.7,995,Gaming,3332.0
34,Male,Delhi,Oneplus,Android,1.8,5.2,238.3,18,5.7,8794,4.8,0.4,391,Education,468.00000000000006
42,Female,Kolkata,Oneplus,Android,4.8,27.4,68.3,186,2.8,1627,2.4,3.6,519,Work,6575.999999999999
31,Other,Bangalore,Nokia,Android,1.1,31.5,294.3,49,0.9,697,6.8,5.0,1635,Social Media,1732.5000000000002
46,Female,Bangalore,Samsung,Android,11.4,41.9,147.3,87,3.9,497,2.3,4.9,1531,Education,23883.0
55,Male,Lucknow,Realme,Android,1.3,4.5,147.2,148,4.1,2011,6.5,2.6,104,Education,292.5
47,Male,Jaipur,Vivo,Android,11.6,23.4,54.8,180,2.1,2452,2.7,3.3,1184,Work,13572.0
33,Other,Jaipur,Google Pixel,Android,6.0,10.1,239.0,14,3.0,9921,1.9,3.0,1303,Entertainment,3029.9999999999995
44,Male,Delhi,Motorola,Android,3.7,29.3,278.2,139,5.9,6677,3.2,0.7,754,Entertainment,5420.500000000001
20,Female,Chennai,Xiaomi,Android,11.8,3.6,81.0,135,0.5,8148,1.1,0.8,456,Work,2124.0
40,Other,Chennai,Apple,Ios,8.8,31.3,167.8,84,1.1,5245,0.8,0.5,1266,Work,13772.000000000004
55,Male,Jaipur,Realme,Android,1.6,11.0,239.5,39,1.6,4332,3.0,2.2,294,Entertainment,880.0000000000001
18,Female,Ahmedabad,Realme,Android,2.4,2.1,207.9,87,2.2,4916,1.5,3.5,1090,Social Media,252.0
53,Other,Bangalore,Realme,Android,1.4,18.0,231.7,69,2.4,8588,7.0,0.6,1575,Education,1260.0
45,Other,Kolkata,Motorola,Android,9.8,37.8,237.8,159,2.5,1222,7.0,4.8,152,Education,18522.0
40,Female,Jaipur,Xiaomi,Android,9.3,39.9,24.0,137,1.5,2827,3.5,1.3,404,Entertainment,18553.5
36,Other,Ahmedabad,Apple,Ios,11.8,3.3,139.1,152,3.0,891,1.4,1.5,155,Social Media,1947.0
19,Other,Chennai,Apple,Ios,7.1,35.2,229.2,34,5.9,842,6.3,3.1,212,Social Media,12496.0
46,Male,Bangalore,Oneplus,Android,3.9,3.5,57.5,35,3.6,7813,5.1,1.8,1700,Gaming,682.5
35,Male,Jaipur,Motorola,Android,10.6,10.0,241.2,83,0.8,3498,3.5,0.8,1620,Education,5300.0
50,Male,Chennai,Xiaomi,Android,5.4,13.4,169.5,163,2.1,8738,6.9,0.6,100,Work,3618.000000000001
46,Other,Delhi,Vivo,Android,1.7,44.9,104.5,111,4.8,5048,5.8,0.1,1156,Gaming,3816.5
43,Other,Bangalore,Oppo,Android,8.6,3.3,149.4,136,1.7,8138,7.7,1.8,742,Social Media,1419.0
51,Female,Hyderabad,Xiaomi,Android,1.4,40.3,132.9,140,4.7,5619,2.0,3.5,854,Work,2820.9999999999995
21,Other,Delhi,Motorola,Android,9.5,19.1,109.8,128,1.9,3525,2.9,1.3,621,Gaming,9072.5
16,Male,Bangalore,Apple,Ios,7.7,9.6,27.4,45,3.5,9033,7.6,0.0,1689,Work,3696.0
15,Male,Mumbai,Oneplus,Android,7.4,3.2,82.0,144,2.7,669,5.6,2.3,1875,Entertainment,1184.0000000000002
47,Male,Kolkata,Xiaomi,Android,7.5,35.1,24.0,163,4.6,9680,3.7,3.9,1261,Entertainment,13162.5
39,Female,Ahmedabad,Samsung,Android,6.7,16.7,161.0,41,3.7,5537,6.1,1.7,1399,Education,5594.5
53,Other,Ahmedabad,Motorola,Android,2.2,17.5,216.0,132,3.9,1093,6.0,4.8,490,Work,1925.0
36,Other,Mumbai,Google Pixel,Android,7.1,8.1,65.5,168,2.1,7819,6.8,3.8,393,Gaming,2875.5
20,Female,Kolkata,Motorola,Android,8.9,25.2,40.5,159,1.1,9978,3.5,4.6,965,Entertainment,11214.0
18,Female,Bangalore,Xiaomi,Android,4.9,15.8,174.3,110,2.2,1752,2.1,3.9,530,Entertainment,3871.000000000001
40,Other,Kolkata,Realme,Android,6.7,31.7,23.2,180,2.0,2061,4.3,1.5,1605,Education,10619.5
34,Male,Bangalore,Oneplus,Android,4.5,16.0,274.7,83,4.2,2205,4.9,2.1,1200,Entertainment,3600.0
22,Female,Pune,Oppo,Android,2.3,18.6,274.9,198,2.7,7143,3.7,4.9,1135,Gaming,2139.0
47,Female,Chennai,Nokia,Android,1.8,7.9,247.1,117,5.5,2687,7.4,3.8,513,Gaming,711.0
50,Other,Pune,Oppo,Android,7.7,4.0,292.1,54,4.9,8180,5.2,4.1,193,Work,1540.0
41,Male,Pune,Apple,Ios,7.9,46.3,121.5,164,3.9,2579,6.6,1.6,522,Work,18288.5
20,Female,Chennai,Samsung,Android,6.1,29.1,173.4,22,3.3,1024,6.1,1.9,663,Entertainment,8875.5
43,Male,Jaipur,Vivo,Android,8.6,46.6,227.0,56,5.4,8317,0.8,1.9,1509,Social Media,20038.0
15,Other,Ahmedabad,Vivo,Android,6.7,8.5,93.4,166,4.0,463,7.6,3.8,699,Gaming,2847.5
48,Male,Jaipur,Oneplus,Android,1.3,14.2,137.8,179,2.5,2285,2.8,4.4,523,Social Media,923.0
39,Other,Pune,Xiaomi,Android,8.0,15.8,62.8,98,3.2,7736,6.1,4.0,1970,Gaming,6320.0
35,Other,Hyderabad,Oneplus,Android,7.9,4.7,207.5,25,1.4,2267,5.6,4.4,1380,Work,1856.5000000000002
54,Female,Bangalore,Google Pixel,Android,1.3,48.6,261.9,123,2.2,8522,1.5,3.1,218,Education,3159.0000000000005
18,Female,Hyderabad,Oppo,Android,5.4,31.1,16.3,191,2.0,4599,5.1,4.3,707,Gaming,8397.000000000002
50,Female,Jaipur,Oppo,Android,6.5,24.0,55.9,79,4.0,5982,5.1,2.8,593,Work,7800.0
49,Male,Mumbai,Oneplus,Android,12.0,25.8,74.4,108,4.8,9255,5.0,1.9,788,Social Media,15480.000000000002
46,Female,Jaipur,Motorola,Android,4.9,22.9,270.6,166,1.8,5336,6.9,1.4,858,Entertainment,5610.5
43,Male,Bangalore,Vivo,Android,10.9,23.2,143.3,130,5.1,2078,2.0,3.7,573,Education,12644.0
16,Female,Delhi,Nokia,Android,10.8,16.3,64.7,195,2.7,5220,0.7,0.9,1305,Social Media,8802.000000000002
31,Male,Ahmedabad,Apple,Ios,4.5,35.3,287.6,124,2.9,5171,4.3,1.7,1838,Gaming,7942.5
42,Other,Kolkata,Google Pixel,Android,2.9,28.3,284.4,24,3.3,6770,6.5,2.8,1129,Social Media,4103.5
22,Male,Hyderabad,Apple,Ios,5.3,26.1,162.6,118,2.9,2846,2.4,1.7,1762,Gaming,6916.500000000001
55,Male,Kolkata,Oneplus,Android,12.0,25.2,170.1,102,5.1,629,2.1,0.3,1471,Education,15119.999999999998
54,Male,Kolkata,Oneplus,Android,2.3,46.2,87.8,71,2.4,4777,6.1,0.2,1142,Work,5313.0
47,Male,Delhi,Motorola,Android,9.0,20.3,226.6,175,1.5,6640,2.8,2.9,144,Work,9135.0
27,Female,Pune,Oneplus,Android,9.1,7.5,232.4,154,5.8,9266,1.9,0.1,1482,Entertainment,3412.5
17,Other,Hyderabad,Xiaomi,Android,3.6,24.2,271.3,35,1.6,5846,2.5,0.9,1638,Work,4356.0
24,Female,Ahmedabad,Oneplus,Android,7.3,20.8,20.8,60,1.5,9406,3.1,4.9,1773,Education,7592.0
18,Other,Ahmedabad,Oneplus,Android,2.0,20.5,26.5,187,4.4,816,1.6,2.6,1567,Gaming,2050.0
23,Male,Mumbai,Vivo,Android,5.6,32.1,122.9,91,2.1,3942,5.4,0.2,1616,Entertainment,8988.0
54,Male,Chennai,Vivo,Android,3.5,32.5,147.2,50,5.1,2256,7.1,3.1,1787,Gaming,5687.5
55,Male,Chennai,Oneplus,Android,5.7,1.9,148.7,60,2.8,7777,4.7,4.7,1999,Social Media,541.5
35,Male,Pune,Xiaomi,Android,4.0,31.8,108.4,55,4.8,483,5.6,5.0,1238,Work,6360.0
52,Female,Mumbai,Oneplus,Android,11.1,16.6,21.3,133,1.0,305,6.8,0.2,417,Gaming,9213.000000000002
60,Female,Kolkata,Nokia,Android,5.4,14.4,162.0,100,4.2,8323,3.8,4.4,1983,Work,3888.0000000000005
20,Female,Delhi,Vivo,Android,5.5,15.2,6.7,90,2.3,3745,2.3,4.4,1981,Work,4180.0
39,Male,Delhi,Vivo,Android,1.9,30.7,182.4,152,1.3,322,0.9,1.2,390,Social Media,2916.5
30,Other,Pune,Oneplus,Android,8.5,49.7,297.2,72,3.8,8558,3.7,1.5,1792,Work,21122.500000000004
19,Other,Bangalore,Xiaomi,Android,1.2,43.3,252.3,35,3.1,8985,4.5,0.1,937,Work,2597.9999999999995
42,Male,Chennai,Xiaomi,Android,6.5,33.3,150.4,80,2.3,1205,3.3,3.8,1526,Gaming,10822.5
36,Male,Hyderabad,Oneplus,Android,4.5,15.8,6.2,82,3.7,3437,2.8,2.9,1311,Entertainment,3555.0000000000005
43,Other,Pune,Oneplus,Android,1.5,45.0,118.8,45,0.8,2606,3.8,5.0,532,Work,3375.0
45,Other,Mumbai,Nokia,Android,4.0,36.4,244.2,50,5.5,6710,2.7,1.0,306,Education,7280.0
18,Other,Mumbai,Google Pixel,Android,4.0,43.9,261.4,75,2.8,7233,1.2,1.8,528,Entertainment,8780.0
38,Female,Jaipur,Vivo,Android,7.7,41.7,159.3,103,4.5,8189,7.2,3.0,1062,Education,16054.500000000002
54,Female,Lucknow,Apple,Ios,5.0,7.8,47.4,16,5.5,8943,0.9,1.4,484,Gaming,1950.0
45,Other,Chennai,Vivo,Android,3.0,26.1,110.4,116,2.8,4371,5.4,3.7,1708,Social Media,3915.0000000000005
18,Other,Jaipur,Apple,Ios,4.0,3.4,231.5,37,5.4,482,4.5,0.2,1215,Social Media,680.0
42,Female,Ahmedabad,Nokia,Android,5.0,7.1,184.4,41,2.1,848,1.3,1.6,1722,Education,1775.0
48,Male,Kolkata,Motorola,Android,11.8,42.5,282.5,126,1.4,450,3.9,3.2,770,Gaming,25075.000000000004
45,Other,Bangalore,Google Pixel,Android,11.8,12.1,279.1,102,1.8,1917,1.8,2.7,329,Social Media,7139.0
29,Female,Bangalore,Xiaomi,Android,5.7,22.4,200.6,194,6.0,7787,7.5,4.3,1148,Social Media,6384.0
24,Other,Mumbai,Samsung,Android,1.2,7.2,248.9,183,5.9,8968,4.5,4.2,975,Work,432.0
34,Female,Jaipur,Realme,Android,5.4,38.1,209.0,129,4.8,2676,4.6,3.9,734,Social Media,10287.0
18,Male,Delhi,Google Pixel,Android,3.4,32.4,236.1,42,1.8,3219,7.4,1.3,915,Education,5508.0
22,Male,Hyderabad,Xiaomi,Android,10.6,31.6,115.3,190,1.8,1438,6.4,4.1,1996,Gaming,16748.0
46,Female,Ahmedabad,Oneplus,Android,4.2,7.1,91.5,136,1.4,6110,6.6,4.9,647,Entertainment,1491.0
47,Other,Pune,Xiaomi,Android,5.7,24.0,216.3,27,1.5,2362,0.8,0.5,766,Entertainment,6840.000000000001
48,Female,Kolkata,Samsung,Android,10.7,41.8,287.1,136,5.2,2331,5.8,2.9,1920,Gaming,22362.999999999996
24,Other,Lucknow,Samsung,Android,1.2,23.9,95.4,106,0.8,9823,1.3,4.6,528,Gaming,1433.9999999999998
23,Male,Hyderabad,Nokia,Android,4.1,19.4,231.0,48,1.0,7989,4.3,4.4,1406,Gaming,3976.9999999999995
18,Female,Jaipur,Oppo,Android,3.8,28.3,208.2,114,5.9,6299,7.3,1.1,1420,Work,5377.0
